ID,RemoteFrame,DLC,Payload,TimeInterval
0x81,0,8,7f84600000000035,1739901101.5520496
0x18f,0,8,0029200000450000,1739901101.5523694
0x260,0,8,05200030ff936114,1739901101.5527115
0x1f1,1,0,,1739901101.5528576
0x1f1,0,8,0000000000000000,1739901101.5531776
0x2a0,0,8,a200609ddb0cba02,1739901101.5534916
0x382,0,8,40fe0f000000000c,1739901101.553805
0x545,0,8,d810008b32003100,1739901101.554114
0x2b0,0,5,1300000772,1739901101.5564842
0x165,0,8,10e87f0000000285,1739901101.5567443
0x4b1,0,8,0001000000000001,1739901101.5570352
0x164,0,8,000800000000030b,1739901101.557345
0x4f0,0,8,0000e80000ced204,1739901101.5611646
0x43f,0,8,105060ff4b980900,1739901101.5614543
0x316,0,8,05209c0a211a007f,1739901101.5617278
0x2a0,0,8,c200609ddb0cba02,1739901101.5620394
0x80,0,8,00179c0a201a2136,1739901101.5623326
0x81,0,8,7f84600000000026,1739901101.562631
0x153,0,8,008010ff00ff70fe,1739901101.5629256
0x18f,0,8,0029210000450000,1739901101.5632267
0x1f1,0,8,0000000000000000,1739901101.5635445
0x220,0,8,f003fc030c003e10,1739901101.5638669
0x260,0,8,05210030ff936122,1739901101.5641825
0x329,0,8,d7a77f8c112f0010,1739901101.5644884
0x370,0,8,ff200080ff000028,1739901101.5647864
0x440,0,8,ffa00000ff980900,1739901101.5650778
0x220,1,0,,1739901101.5652115
0x220,0,8,f003fc030c003e10,1739901101.5655205
0x545,0,8,d810008a32003300,1739901101.5658166
0x5a0,0,8,0000000000000000,1739901101.5661345
0x2b0,0,5,1600000733,1739901101.568177
0x165,0,8,10e87f0000000384,1739901101.5684886
0x4b0,0,8,0000000000000000,1739901101.5687964
0x164,0,8,000800000000040c,1739901101.5691147
0x5f0,0,2,0000,1739901101.569315
0x350,0,8,052034797b000013,1739901101.5700743
0x2c0,0,8,3d00000000000000,1739901101.5703945
0x5a2,0,4,2500a501,1739901101.5724795
0x43f,0,8,105060ff4b940900,1739901101.5733576
0x260,0,8,05210030ff936131,1739901101.5736313
0x2a0,0,8,6200609ddb0cba02,1739901101.5739098
0x80,0,8,00179e0a201a2107,1739901101.574198
0x81,0,8,7f84600000000017,1739901101.5744803
0x153,0,8,008010ff00ff800e,1739901101.5747585
0x18f,0,8,0029210000450000,1739901101.5750477
0x220,0,8,ef03f4030c003e10,1739901101.5753336
0x316,0,8,05209e0a211a007f,1739901101.575606
0x329,0,8,d7a77f8c112f0010,1739901101.5758789
0x370,0,8,ff200080ff0000ec,1739901101.5761595
0x382,0,8,40fe0f0000000000,1739901101.5764513
0x440,0,8,fff00000ff940900,1739901101.5767465
0x4f2,0,8,0000a038000000f4,1739901101.577026
0x2c0,1,0,,1739901101.5771601
0x2c0,0,8,3d00000000000000,1739901101.5774667
0x545,0,8,d810008a33003400,1739901101.5777514
0x2b0,0,5,1400000764,1739901101.5796607
0x165,0,8,10e87f0000000483,1739901101.5799263
0x4b1,0,8,0001000000000001,1739901101.5802004
0x164,0,8,000800000000050d,1739901101.5804925
0x4f0,0,8,0000ea0000ced204,1739901101.5841358
0x316,0,8,05209e0a211a007f,1739901101.5843623
0x329,0,8,0fa77f8c112f0010,1739901101.5846193
0x80,0,8,00179e0a201a21f8,1739901101.5848837
0x81,0,8,7f84600000000008,1739901101.585149
0x110,0,8,e03c300900000000,1739901101.5854137
0x153,0,8,008010ff00ff901e,1739901101.5856783
0x18f,0,8,0029210000450000,1739901101.5859468
0x1f1,0,8,0000000000000000,1739901101.5862205
0x220,0,8,ed03f60309003c10,1739901101.5864832
0x260,0,8,05210030ff936104,1739901101.5867424
0x2a0,0,8,0200609ddb0cba02,1739901101.5869968
0x370,0,8,ff200080ff0000a0,1739901101.5872624
0x43f,0,8,105060ff4b940900,1739901101.5875223
0x440,0,8,ff000000ff940900,1739901101.5877907
0x545,0,8,d810008933003400,1739901101.5880566
0x4b0,1,0,,1739901101.5882454
0x4b0,0,8,0000000000000000,1739901101.588525
0x4b0,0,8,0000000000000000,1739901101.5902429
0x164,0,8,000800000000060e,1739901101.5905106
0x165,0,8,0ff87f000000058d,1739901101.590767
0x2b0,0,5,1500000765,1739901101.5909755
0x350,0,8,052044797b000063,1739901101.5919971
0x587,0,8,0000000000000008,1739901101.5945373
0x4f2,0,8,0000a038000000f5,1739901101.5949085
0x370,0,8,ff200080ff000064,1739901101.5951943
0x316,0,8,05209e0a211a007f,1739901101.5954757
0x153,0,8,008010ff00ffa02e,1739901101.5957625
0x50,0,4,00820000,1739901101.5959868
0x80,0,8,00179e0a201a21e9,1739901101.5962706
0x81,0,8,7f846000000000f9,1739901101.5965736
0x18f,0,8,0029210000450000,1739901101.5968585
0x220,0,8,eb03ff030c003b10,1739901101.5971537
0x260,0,8,05210030ff936113,1739901101.5974374
0x2a0,0,8,a200609ddb0cba02,1739901101.597725
0x329,0,8,0fa77f8c112f0010,1739901101.5980253
0x382,0,8,40fe0f0000000004,1739901101.5983248
0x43f,0,8,105060ff4b900900,1739901101.5986168
0x440,0,8,ff500000ff900900,1739901101.5989127
0x545,0,8,d810008932003300,1739901101.5992057
0x4b1,1,0,,1739901101.5997791
0x4b1,0,8,0001000000000001,1739901101.6000822
0x4b1,0,8,0001000000000001,1739901101.6014318
0x164,0,8,000800000000070f,1739901101.6017299
0x165,0,8,0fe87f000000069e,1739901101.6021068
0x2b0,0,5,1500000756,1739901101.602347
0xa0,0,8,4c759c0a00250002,1739901101.6026402
0xa1,0,8,8086808027000000,1739901101.6029863
0x4f0,0,8,0000ec0000ced204,1739901101.6065574
0x370,0,8,ff200080ff000028,1739901101.6068418
0x2a0,0,8,c200609ddb0cba02,1739901101.6071732
0x153,0,8,008010ff00ffb03e,1739901101.6076217
0x18,0,8,2800017001002010,1739901101.6079545
0x80,0,8,0017ce0a221a227a,1739901101.608266
0x81,0,8,7f846000000000ea,1739901101.6085804
0x18f,0,8,0029220000450000,1739901101.6088812
0x1f1,0,8,0000000000000000,1739901101.6092074
0x220,0,8,e903030409003b10,1739901101.6095612
0x260,0,8,05220030ff93632f,1739901101.6098576
0x316,0,8,0522ce0a221a007f,1739901101.61428
0x329,0,8,0fa77f8c112f0010,1739901101.6146777
0x43f,0,8,105060ff4b900900,1739901101.6150303
0x440,0,8,ffa00000ff900900,1739901101.6153684
0x545,0,8,d80f008c3d003d00,1739901101.6156993
0x5a0,1,0,,1739901101.6166296
0x5a0,0,8,0000000000000000,1739901101.6170163
0x4b0,0,8,0000000000000000,1739901101.6181731
0x164,0,8,0008000000000800,1739901101.6185029
0x165,0,8,0fe87f000000079f,1739901101.618803
0x2b0,0,5,1600000777,1739901101.619037
0x350,0,8,052054797b000073,1739901101.6201181
0x4f2,0,8,0000a038000000f6,1739901101.6260922
0x316,0,8,0522cc0a221a007f,1739901101.626355
0x153,0,8,008010ff00ffc04e,1739901101.626621
0x80,0,8,0017cc0a221a228b,1739901101.62688
0x81,0,8,7f846000000000db,1739901101.627145
0x18f,0,8,0029220000450000,1739901101.6274066
0x220,0,8,ea03030409003b10,1739901101.627667
0x260,0,8,05220030ff93633e,1739901101.6279325
0x2a0,0,8,6200609ddb0cba02,1739901101.628193
0x329,0,8,0fa77f8c112f0010,1739901101.6284611
0x370,0,8,ff200080ff0000ec,1739901101.628739
0x382,0,8,40fe0f0000000008,1739901101.6290126
0x43f,0,8,105060ff4b900900,1739901101.6292772
0x440,0,8,fff00000ff900900,1739901101.6295478
0x545,0,8,d80f008c3f003f00,1739901101.6298077
0x5a2,1,0,,1739901101.631087
0x5a2,0,4,2500a501,1739901101.6312857
0x4b1,0,8,0001000000000001,1739901101.6319773
0x164,0,8,0008000000000901,1739901101.6322432
0x165,0,8,0fe87f0000000890,1739901101.6325133
0x2b0,0,5,1600000788,1739901101.6327152
0x43f,0,8,105060ff4b900900,1739901101.6368048
0x153,0,8,008010ff00ffd05e,1739901101.6370683
0x1f1,0,8,0000000000000000,1739901101.6373532
0x80,0,8,0017cc0a221a227c,1739901101.6376157
0x81,0,8,7f846000000000cc,1739901101.6378791
0x18f,0,8,0029220000450000,1739901101.6381397
0x220,0,8,eb03040409003c10,1739901101.638406
0x260,0,8,05220030ff936301,1739901101.6386616
0x2a0,0,8,0200609ddb0cba02,1739901101.638923
0x316,0,8,0522cc0a221a007f,1739901101.6391807
0x329,0,8,0fa77f8c112f0010,1739901101.6394427
0x370,0,8,ff200080ff0000a0,1739901101.639709
0x440,0,8,ff000000ff940900,1739901101.639972
0x4f0,0,8,0000ee0000ced204,1739901101.6402547
0x545,0,8,d80f008c3f003f00,1739901101.640564
0x4f1,0,8,c016000000000000,1739901101.6408668
0x690,0,8,03000120a0002c08,1739901101.641177
0x153,1,0,,1739901101.6421533
0x153,0,8,008010ff00ffd05e,1739901101.6424353
0x4b0,0,8,0000000000000000,1739901101.6427228
0x164,0,8,0008000000000a02,1739901101.642996
0x165,0,8,0fe87f0000000991,1739901101.643295
0x2b0,0,5,1600000799,1739901101.643553
0x5e4,0,3,000200,1739901101.6437504
0x350,0,8,052064797b000043,1739901101.6448472
0x4f2,0,8,0000b038000000f7,1739901101.6482306
0x153,0,8,008010ff00ffe06e,1739901101.6485248
0x220,0,8,ed03050409003f10,1739901101.6488252
0x316,0,8,0522cc0a221a007f,1739901101.6491385
0x80,0,8,0017cc0a221a226d,1739901101.6494765
0x81,0,8,7f846000000000bd,1739901101.64983
0x18f,0,8,0029220000450000,1739901101.6501703
0x260,0,8,05220030ff936310,1739901101.6504805
0x2a0,0,8,a200609ddb0cba02,1739901101.6508029
0x329,0,8,0fa77f8c112f0010,1739901101.6511405
0x370,0,8,ff200080ff000064,1739901101.6514692
0x382,0,8,40fe0f000000000c,1739901101.651819
0x43f,0,8,105060ff4b900900,1739901101.652161
0x440,0,8,ff500000ff940900,1739901101.6524851
0x545,0,8,d80f008b3d003d00,1739901101.6527982
0x59b,0,8,0000000000000088,1739901101.653124
0x4b1,0,8,0001000000000001,1739901101.6551335
0x164,0,8,0008000000000b03,1739901101.655572
0x164,1,0,,1739901101.6557338
0x164,0,8,0008000000000b03,1739901101.656046
0x165,0,8,0fd87f0000000aa2,1739901101.656354
0x2b0,0,5,150000079a,1739901101.6566064
0x4f0,0,8,0000f00000ced204,1739901101.660761
0x153,0,8,008010ff00ff008e,1739901101.6611578
0x1f1,0,8,0000000000000000,1739901101.661473
0x220,0,8,ee03010409004210,1739901101.661774
0x260,0,8,05210030ff936320,1739901101.6623404
0x80,0,8,00179c0a221a219e,1739901101.6626654
0x81,0,8,7f846000000000ae,1739901101.662997
0x18f,0,8,0029210000450000,1739901101.6633332
0x2a0,0,8,c200609ddb0cba02,1739901101.6636434
0x316,0,8,05229c0a211a007f,1739901101.6639605
0x329,0,8,40a77f8c112f0010,1739901101.664281
0x370,0,8,ff200080ff000028,1739901101.664608
0x43f,0,8,105060ff4b8c0900,1739901101.664941
0x440,0,8,ffa00000ff8c0900,1739901101.665308
0x510,0,8,0000000000000000,1739901101.665661
0x545,0,8,d80f008b3b003b00,1739901101.666016
0x4b0,0,8,0000000000000000,1739901101.6680186
0x164,0,8,0008000000000c04,1739901101.6683745
0x2b0,0,5,150000078b,1739901101.6686842
0x165,0,8,10e87f0000000b8c,1739901101.669019
0x1f1,1,0,,1739901101.669165
0x1f1,0,8,0000000000000000,1739901101.6695015
0x350,0,8,052074797b000053,1739901101.6708727
0x4f2,0,8,0000b038000000f8,1739901101.6737041
0x153,0,8,008010ff00ff109e,1739901101.6739523
0x220,0,8,ef03fa030c004510,1739901101.6742291
0x2a0,0,8,6200609ddb0cba02,1739901101.674502
0x260,0,8,05210030ff93633f,1739901101.6748044
0x80,0,8,00179c0a221a218f,1739901101.6750982
0x81,0,8,7f8460000000009f,1739901101.6753964
0x18f,0,8,0029210000450000,1739901101.6756887
0x316,0,8,05229c0a211a007f,1739901101.67597
0x329,0,8,40a77f8c112f0010,1739901101.6762629
0x370,0,8,ff200080ff0000ec,1739901101.6766512
0x382,0,8,40fe0f0000000000,1739901101.6771395
0x43f,0,8,105060ff4b880900,1739901101.6775975
0x440,0,8,fff00000ff880900,1739901101.6783268
0x545,0,8,d80f008a3c003c00,1739901101.6788762
0x4b1,0,8,0001000000000001,1739901101.680936
0x164,0,8,0008000000000d05,1739901101.6813474
0x2b0,0,5,16000007cc,1739901101.681807
0x165,0,8,0fe87f0000000c94,1739901101.6821437
0x220,1,0,,1739901101.6825318
0x220,0,8,ef03fa030c004510,1739901101.682851
0x4f0,0,8,0000f20000ced204,1739901101.6868029
0x153,0,8,008010ff00ff20ae,1739901101.6871107
0x1f1,0,8,0000000000000000,1739901101.687389
0x80,0,8,0017a60a221a21c0,1739901101.688046
0x81,0,8,7f84600000000080,1739901101.688463
0x18f,0,8,0029210000450000,1739901101.6887991
0x220,0,8,ee03f40309004510,1739901101.689131
0x260,0,8,05210030ff936302,1739901101.6894677
0x2a0,0,8,0200609ddb0cba02,1739901101.689791
0x316,0,8,0522a60a211a007f,1739901101.6900573
0x329,0,8,40a77f8c112f0010,1739901101.6903145
0x370,0,8,ff200080ff0000a0,1739901101.6905801
0x43f,0,8,105060ff4b880900,1739901101.690845
0x440,0,8,ff000000ff880900,1739901101.6911085
0x545,0,8,d80f008a3c003c00,1739901101.6913695
0x4b0,0,8,0000000000000000,1739901101.6931708
0x164,0,8,0008000000000e06,1739901101.6934376
0x2b0,0,5,15000007ed,1739901101.6939733
0x165,0,8,0fe87f0000000d95,1739901101.6942718
0x2c0,1,0,,1739901101.6948922
0x2c0,0,8,3d00000000000000,1739901101.6952019
0x350,0,8,052084797b0000a3,1739901101.695802
0x2c0,0,8,3d00000000000000,1739901101.6960828
0x153,0,8,008010ff00ff30be,1739901101.698623
0x220,0,8,ec03f70309004310,1739901101.6988726
0x316,0,8,0522a60a211a007f,1739901101.699515
0x18f,0,8,0029210000450000,1739901101.6998575
0x80,0,8,0017a60a221a21b1,1739901101.7002075
0x81,0,8,7f84600000000071,1739901101.700604
0x260,0,8,05210030ff936311,1739901101.7009602
0x2a0,0,8,a200609ddb0cba02,1739901101.701302
0x329,0,8,40a77f8c112f0010,1739901101.7017353
0x370,0,8,ff200080ff000064,1739901101.7020772
0x382,0,8,40fe0f0000000004,1739901101.702405
0x43f,0,8,105060ff4b880900,1739901101.702733
0x440,0,8,ff500000ff880900,1739901101.703034
0x4f2,0,8,0000b038000000f9,1739901101.7033062
0x545,0,8,d80f008a3c003c00,1739901101.703565
0x4b1,0,8,0001000000000001,1739901101.705249
0x164,0,8,0008000000000f07,1739901101.7055082
0x2b0,0,5,16000007ee,1739901101.7061372
0x165,0,8,0fe87f0000000e96,1739901101.706398
0x4b0,1,0,,1739901101.7072976
0x4b0,0,8,0000000000000000,1739901101.7076175
0x153,0,8,008010ff00ff40ce,1739901101.710606
0x1f1,0,8,0000000000000000,1739901101.7108846
0x220,0,8,ea03ff0309003d10,1739901101.7111487
0x370,0,8,ff200080ff000028,1739901101.7114184
0x110,0,8,e03c300900000000,1739901101.7116904
0x43f,0,8,105060ff4b880900,1739901101.7119596
0x316,0,8,0522a60a211a007f,1739901101.712223
0x2a0,0,8,c200609ddb0cba02,1739901101.7124913
0x80,0,8,0017a60a221a21a2,1739901101.7127566
0x81,0,8,7f84600000000062,1739901101.7130294
0x18f,0,8,0029210000450000,1739901101.7132921
0x260,0,8,05210030ff936320,1739901101.7135818
0x329,0,8,40a77f8c112f0010,1739901101.7139237
0x440,0,8,ffa00000ff880900,1739901101.7143087
0x4f0,0,8,0000f40000ced204,1739901101.7146406
0x545,0,8,d80f008b3c003c00,1739901101.7149332
0x4b0,0,8,0000000000000000,1739901101.7166874
0x164,0,8,0008000000000008,1739901101.7169917
0x2b0,0,5,16000007ff,1739901101.7178826
0x165,0,8,0fe87f0000000f97,1739901101.7182617
0x350,0,8,052094797b0000b3,1739901101.7196636
0x4b1,1,0,,1739901101.7197933
0x4b1,0,8,0001000000000001,1739901101.7201028
0x587,0,8,0000000000000009,1739901101.7223053
0x153,0,8,008010ff00ff50de,1739901101.72256
0x220,0,8,ea03020409003810,1739901101.72282
0x316,0,8,0522f00a211a007f,1739901101.7230744
0x260,0,8,05210030ff93633f,1739901101.7233381
0x80,0,8,0017f00a221a21a3,1739901101.723594
0x81,0,8,7f84600000000053,1739901101.72386
0x18f,0,8,0029210000450000,1739901101.7241306
0x545,0,8,d80f008a32003200,1739901101.8974297
0x153,0,8,008010ff00ff50de,1739901101.903076
0x1f1,0,8,0000000000000000,1739901101.90335
0x4f0,0,8,0000040000ced204,1739901101.9046838
0x81,0,8,7f84600000000062,1739901101.9060268
0x440,0,8,ffa00000ff980900,1739901101.9073846
0x4b0,0,8,0000000000000000,1739901101.9087005
0x2b0,0,5,16000007ff,1739901101.9109936
0x165,0,8,0ee87f0000000f96,1739901101.9112275
0x350,0,8,052014797b000033,1739901101.9126
0x153,0,8,008010ff00ff60ee,1739901101.9137914
0x4f2,0,8,0000d03800000082,1739901101.9153278
0x81,0,8,7f84600000000053,1739901101.9163423
0x370,0,8,ff200080ff0000ec,1739901101.9174001
0x2c0,0,8,3d00000000000000,1739901101.918842
0x2b0,0,5,1600000700,1739901101.9214199
0x165,0,8,0ee87f0000000099,1739901101.9217074
0x153,0,8,008010ff00ff70fe,1739901101.9242084
0x1f1,0,8,0000000000000000,1739901101.924448
0x4f0,0,8,0000060000ced204,1739901101.9258661
0x329,0,8,0fa77f8c112f0010,1739901101.926339
0x260,0,8,05210030ff936104,1739901101.9273624
0x545,0,8,d80f008b3a003a00,1739901101.9286528
0x164,0,8,000800000000020a,1739901101.9299536
0x2b0,0,5,1500000721,1739901101.9318776
0x2c0,0,8,3d00000000000000,1739901101.9334645
0x153,0,8,008010ff00ff800e,1739901101.9347196
0x260,0,8,05210030ff936113,1739901101.9371943
0x4b1,0,8,0001000000000001,1739901101.9403899
0x153,0,8,008010ff00ff901e,1739901101.945702
0x4f0,0,8,0000080000ced204,1739901101.9475353
0x370,0,8,ff200080ff000028,1739901101.9503572
0x2b0,0,5,1500000703,1739901101.954228
0x350,0,8,052034797b000013,1739901101.9558587
0x153,0,8,008010ff00ffa02e,1739901101.9568198
0x587,0,8,000000000000000b,1739901101.9584095
0x80,0,8,0017e60a211a2127,1739901101.9595032
0x382,0,8,40fe0f0000000000,1739901101.9611077
0xa0,0,8,4c76a60a00260002,1739901101.9633162
0x5a2,0,4,2500a501,1739901101.9638815
0x165,0,8,0ee87f000000049d,1739901101.9651816
0x153,0,8,008010ff00ffb03e,1739901101.9673762
0x1f1,0,8,0000000000000000,1739901101.9676187
0x4f0,0,8,00000a0000ced204,1739901101.9693482
0x2a0,0,8,0200609ddb0cba02,1739901101.970113
0x316,0,8,0521a60a211a007f,1739901101.9714136
0x4b0,0,8,0000000000000000,1739901101.9727278
0x153,1,0,,1739901101.974189
0x2b0,0,5,1400000775,1739901101.9755027
0x350,0,8,052044797b000063,1739901101.9771316
0x153,0,8,008010ff00ffc04e,1739901101.9778569
0x4f2,0,8,0000d03800000085,1739901101.9798973
0x43f,0,8,105060ff4b940900,1739901101.9801419
0x260,0,8,05210030ff936311,1739901101.9814434
0x440,0,8,ff500000ff940900,1739901101.982755
0x164,1,0,,1739901101.9850433
0x164,0,8,000800000000070f,1739901101.9853196
0x153,0,8,008010ff00ffd05e,1739901101.9883273
0x1f1,0,8,0000000000000000,1739901101.9885702
0x220,0,8,ef03f7030c003910,1739901101.9888256
0x43f,0,8,105060ff4b940900,1739901101.9906328
0x80,0,8,0017900a211a21aa,1739901101.9914122
0x370,0,8,ff200080ff000028,1739901101.9927044
0x164,0,8,0008000000000800,1739901101.9940197
0x1f1,1,0,,1739901101.9958756
0x5e4,0,3,000200,1739901101.996618
0x350,0,8,052054797b000073,1739901101.998197
0x153,0,8,008010ff00ffe06e,1739901101.9988244
0x4f2,0,8,0000e03800000086,1739901102.001057
0x329,0,8,40a77f8c112f0010,1739901102.0015287
0x260,0,8,05210030ff93633f,1739901102.002756
0x43f,0,8,105060ff4b900900,1739901102.0037932
0x545,0,8,d810008a38003800,1739901102.0051165
0x220,1,0,,1739901102.0067093
0x2b0,0,5,1600000788,1739901102.0074186
0x153,0,8,008010ff00ff008e,1739901102.0092418
0x4f0,0,8,00000e0000ced204,1739901102.0116785
0x370,0,8,ff200080ff0000a0,1739901102.0119236
0x316,0,8,0521900a211a007f,1739901102.0127246
0x2a0,0,8,0200609ddb0cba02,1739901102.0140252
0x545,0,8,d810008a3b003800,1739901102.0153604
0x2c0,1,0,,1739901102.017621
0x165,0,8,0ee87f0000000990,1739901102.017918
0x350,0,8,052064797b000043,1739901102.0193365
0x220,0,8,ed03ff030c003910,1739901102.0200477
0x4f2,0,8,0000e03800000087,1739901102.0221958
0x329,0,8,85a77f8c112f0010,1739901102.022946
0x260,0,8,05210030ff936113,1739901102.0239756
0x4b1,0,8,0001000000000001,1739901102.0252948
0x2b0,0,5,150000079a,1739901102.0282712
0x165,0,8,0ee87f0000000a93,1739901102.0284984
0x4b0,0,8,0000000000000000,1739901102.0288904
0x153,0,8,008010ff00ff20ae,1739901102.030216
0x4f0,0,8,0000100000ced204,1739901102.0328925
0x5e4,0,3,000200,1739901102.4022453
0x2a0,0,8,6200859dba0cb702,1739901102.4045136
0x18f,0,8,003d1900003f0000,1739901102.4057822
0x164,0,8,be2b9872103d03a6,1739901102.407443
0x5a0,0,8,62aac38ea8a94bf9,1739901102.4084818
0x370,0,8,ff200080ff0000a0,1739901102.4095917
0x5a0,0,8,1fc37326c59f0e9b,1739901102.410868
0x220,0,8,c2c0ee965c396b4a,1739901102.412331
0x165,0,8,fe0780020000067d,1739901102.4133039
0x260,0,8,051a0030008c5f23,1739901102.415017
0x153,0,8,18533883369c4dad,1739901102.4157524
0x316,0,8,0519ee091a18007f,1739901102.4167886
0x545,0,8,d80e008bfdfffeff,1739901102.4178073
0x43f,0,8,004060ff72680900,1739901102.419452
0x260,0,8,05210030ff935f25,1739901102.4202104
0x4b0,0,8,0000000000000000,1739901102.4215212
0x4f1,0,8,c016000000000000,1739901102.4226036
0x5e4,0,3,000200,1739901102.4244697
0x2b0,0,5,13000007eb,1739901102.4249012
0x350,0,8,0520f4797b0000d3,1739901102.426156
0x4f2,0,8,0000003800000090,1739901102.4289403
0x370,0,8,ff200080ff0000ec,1739901102.4291728
0x43f,0,8,105060ff4b900900,1739901102.4294298
0x18f,0,8,0029210000450000,1739901102.4306512
0x316,0,8,0521ba0a211a007f,1739901102.4315608
0x164,0,8,0008000000000d05,1739901102.4328775
0x2b0,0,5,15000007fc,1739901102.4349897
0x165,0,8,0ee87f0000000c95,1739901102.4352427
0x4f0,0,8,0000220000ced204,1739901102.4394715
0x316,0,8,0521d60a211a007f,1739901102.4396932
0x2a0,0,8,0200609ddb0cba02,1739901102.4399471
0x80,0,8,0017d60a211a21a0,1739901102.440208
0x260,0,8,05210030ff935f07,1739901102.4409928
0x440,0,8,ff000000ff980900,1739901102.4420185
0x510,0,8,0000000000000000,1739901102.443234
0x2b0,0,5,15000007ed,1739901102.445483
0x165,0,8,0ee87f0000000d94,1739901102.4457073
0x350,0,8,052004797b000023,1739901102.4470918
0x4f2,0,8,0000003800000091,1739901102.449836
0x370,0,8,ff200080ff000064,1739901102.4500592
0x316,0,8,0521d60a211a007f,1739901102.4503086
0x81,0,8,7f84600000000071,1739901102.4510856
0x43f,0,8,105060ff4b940900,1739901102.4523816
0x4b1,0,8,0001000000000001,1739901102.4535718
0x2b0,0,5,14000007ce,1739901102.4559429
0x153,0,8,008010ff00ff70fe,1739901102.4561737
0x1f1,0,8,0000000000000000,1739901102.4566991
0x4f0,0,8,0000240000ced204,1739901102.4602866
0x43f,0,8,105060ff4b940900,1739901102.460517
0x370,0,8,ff200080ff000028,1739901102.460779
0x4b0,0,8,0000000000000000,1739901102.4613159
0x81,0,8,7f84600000000062,1739901102.4623368
0x545,0,8,d818008c3a003a00,1739901102.4636183
0x2b0,0,5,16000007ff,1739901102.4663491
0x153,0,8,008010ff00ff800e,1739901102.4665773
0x165,0,8,0ee87f0000000f96,1739901102.466836
0x350,0,8,052014797b000033,1739901102.4680545
0x316,0,8,0521bc0a211a007f,1739901102.470932
0x18f,0,8,0029210000450000,1739901102.471182
0x260,0,8,05210030ff93653d,1739901102.4714446
0x370,0,8,ff200080ff0000ec,1739901102.4728005
0x164,0,8,0008000000000109,1739901102.4741337
0x2b0,0,5,1400000720,1739901102.476914
0x153,0,8,008010ff00ff901e,1739901102.4771638
0x165,0,8,0ee87f0000000099,1739901102.4773974
0x4f0,0,8,0000260000ced204,1739901102.4812477
0x43f,0,8,105060ff4b900900,1739901102.4814818
0x260,0,8,05210030ff936500,1739901102.4817338
0x2a0,0,8,0200609ddb0cba02,1739901102.4819956
0x316,0,8,05219e0a211a007f,1739901102.483282
0x4b0,0,8,0000000000000000,1739901102.4843256
